slug,source,severity,score,recommendedFix,issues
relation-name-remembering-effort,database-only,Pass,95,유지,
relation-neighbor-greeting-style,database-only,Pass,95,유지,
relation-neighbor-hello-wave4,database-only,Pass,95,유지,
relation-old-friend-wave4,database-only,Pass,95,유지,
relation-party-exit-timing,database-only,Pass,95,유지,
relation-photo-share-wave4,database-only,Pass,95,유지,
relation-photo-tagging-manner,database-only,Pass,95,유지,
relation-promise-change-wave4,database-only,Pass,95,유지,
relation-promise-time-check,database-only,Pass,95,유지,
relation-relationship-distance-reset,database-only,Pass,95,유지,
relation-reply-delay-wave4,database-only,Pass,95,유지,
relation-reunion-prep-style,database-only,Pass,95,유지,
relation-small-favor-wave4,database-only,Pass,95,유지,
relation-team-lunch-talk,database-only,Pass,95,유지,
relation-team-meal-wave4,database-only,Pass,95,유지,
relation-thanks-depth-wave4,database-only,Pass,95,유지,
relation-thanks-message-depth,database-only,Pass,95,유지,
return-policy-reading-0a-0,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
return-window-check-2wTR,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
reward-point-timing-3Q0A,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
salad-ingredient-picking-UBLW,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
sauce-pour-order-OUnF,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
screenshot-saving-style-fdmo,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
season-after-rain-wave5,database-only,Pass,95,유지,
season-aprfool-joke-wave5,database-only,Pass,95,유지,
season-autumn-foliage-wave5,database-only,Pass,95,유지,
season-autumn-walk-wave4,database-only,Pass,95,유지,
season-child-day-wave5,database-only,Pass,95,유지,
season-chuseok-treat-wave5,database-only,Pass,95,유지,
season-closet-shift-wave5,database-only,Pass,95,유지,
season-cold-morning-wave4,database-only,Pass,95,유지,
season-cold-out-wave5,database-only,Pass,95,유지,
season-dust-mask-wave5,database-only,Pass,95,유지,
season-flower-view-wave4,database-only,Pass,95,유지,
season-full-moon-wave5,database-only,Pass,95,유지,
season-halloween-dress-wave5,database-only,Pass,95,유지,
season-heat-shelter-wave5,database-only,Pass,95,유지,
season-holiday-reset-wave4,database-only,Pass,95,유지,
season-hotbun-season-wave5,database-only,Pass,95,유지,
season-monsoon-prep-wave5,database-only,Pass,95,유지,
season-mosquito-block-wave5,database-only,Pass,95,유지,
season-newyear-table-wave5,database-only,Pass,95,유지,
season-parents-day-wave5,database-only,Pass,95,유지,
season-rainy-day-wave4,database-only,Pass,95,유지,
season-season-menu-wave4,database-only,Pass,95,유지,
season-shaved-ice-wave5,database-only,Pass,95,유지,
season-snow-plan-wave4,database-only,Pass,95,유지,
season-spring-cleaning-wave4,database-only,Pass,95,유지,
season-spring-new-wave5,database-only,Pass,95,유지,
season-summer-beach-wave5,database-only,Pass,95,유지,
season-summer-heat-wave4,database-only,Pass,95,유지,
season-sun-uv-wave5,database-only,Pass,95,유지,
season-sunny-picnic-wave4,database-only,Pass,95,유지,
season-tea-brew-wave5,database-only,Pass,95,유지,
season-winter-layering-wave4,database-only,Pass,95,유지,
season-winter-ski-wave5,database-only,Pass,95,유지,
season-winter-solstice-wave5,database-only,Pass,95,유지,
season-xmas-tree-wave5,database-only,Pass,95,유지,
season-year-end-wave5,database-only,Pass,95,유지,
secondhand-chat-style-3a9U,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
self-attention-reset,database-only,Pass,95,유지,
self-daily-priority-one,database-only,Pass,95,유지,
self-decision-fatigue-care,database-only,Pass,95,유지,
self-energy-budgeting,database-only,Pass,95,유지,
self-focus-break-rhythm,database-only,Pass,95,유지,
self-goal-wording-style,database-only,Pass,95,유지,
self-habit-tracker-use,database-only,Pass,95,유지,
self-monthly-theme-setting,database-only,Pass,95,유지,
self-mood-log-habit,database-only,Pass,95,유지,
self-morning-first-task,database-only,Pass,95,유지,
self-motivation-slump-response,database-only,Pass,95,유지,
self-personal-rule-making,database-only,Pass,95,유지,
self-personal-space-reset,database-only,Pass,95,유지,
self-promise-to-self,database-only,Pass,95,유지,
self-rest-day-planning,database-only,Pass,95,유지,
self-reward-setting-style,database-only,Pass,95,유지,
self-routine-minimum-line,database-only,Pass,95,유지,
self-routine-restart-style,database-only,Pass,95,유지,
self-schedule-buffer-making,database-only,Pass,95,유지,
self-self-check-question,database-only,Pass,95,유지,
self-self-feedback-tone,database-only,Pass,95,유지,
self-small-win-collecting,database-only,Pass,95,유지,
self-weekly-review-habit,database-only,Pass,95,유지,
senior-asset-handover-wave6,database-only,Pass,95,유지,
senior-balance-exercise-wave6,database-only,Pass,95,유지,
senior-digital-class-wave6,database-only,Pass,95,유지,
senior-doctor-trust-wave6,database-only,Pass,95,유지,
senior-downsize-home-wave6,database-only,Pass,95,유지,
senior-family-gather-wave6,database-only,Pass,95,유지,
senior-funeral-prep-wave6,database-only,Pass,95,유지,
senior-grandchild-meet-wave6,database-only,Pass,95,유지,
senior-healthcare-plan-wave6,database-only,Pass,95,유지,
senior-learning-senior-wave6,database-only,Pass,95,유지,
senior-legacy-letter-wave6,database-only,Pass,95,유지,
senior-medication-list-wave6,database-only,Pass,95,유지,
senior-memory-care-wave6,database-only,Pass,95,유지,
senior-new-hobby-senior-wave6,database-only,Pass,95,유지,
senior-pension-check-wave6,database-only,Pass,95,유지,
senior-pet-with-senior-wave6,database-only,Pass,95,유지,
senior-retirement-plan-wave6,database-only,Pass,95,유지,
senior-second-career-wave6,database-only,Pass,95,유지,
senior-senior-club-wave6,database-only,Pass,95,유지,
senior-smartphone-help-wave6,database-only,Pass,95,유지,
senior-travel-after-60-wave6,database-only,Pass,95,유지,
senior-volunteer-senior-wave6,database-only,Pass,95,유지,
senior-walk-routine-senior-wave6,database-only,Pass,95,유지,
senior-will-prepare-wave6,database-only,Pass,95,유지,
senior-young-friend-wave6,database-only,Pass,95,유지,
shortform-scroll-stop--HNY,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
skill-adult-edu-wave5,database-only,Pass,95,유지,
skill-cert-start-wave5,database-only,Pass,95,유지,
skill-code-intro-wave5,database-only,Pass,95,유지,
skill-debate-join-wave5,database-only,Pass,95,유지,
skill-draw-class-wave5,database-only,Pass,95,유지,
skill-eng-diary-wave5,database-only,Pass,95,유지,
skill-eng-word-wave5,database-only,Pass,95,유지,
skill-ged-prep-wave5,database-only,Pass,95,유지,
skill-hanja-study-wave5,database-only,Pass,95,유지,
skill-instrument-learn-wave5,database-only,Pass,95,유지,
skill-interview-prep-wave5,database-only,Pass,95,유지,
skill-lang-talk-wave5,database-only,Pass,95,유지,
skill-library-use-wave5,database-only,Pass,95,유지,
skill-listening-train-wave5,database-only,Pass,95,유지,
skill-online-pay-wave5,database-only,Pass,95,유지,
skill-portfolio-pack-wave5,database-only,Pass,95,유지,
skill-pronounce-drill-wave5,database-only,Pass,95,유지,
skill-read-challenge-wave5,database-only,Pass,95,유지,
skill-resume-write-wave5,database-only,Pass,95,유지,
skill-self-study-wave5,database-only,Pass,95,유지,
skill-speech-drill-wave5,database-only,Pass,95,유지,
skill-study-cafe-wave5,database-only,Pass,95,유지,
skill-toeic-prep-wave5,database-only,Pass,95,유지,
skill-tutor-class-wave5,database-only,Pass,95,유지,
skill-write-class-wave5,database-only,Pass,95,유지,
snack-sharing-boundary-qlxc,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
spend-brand-switch-wave4,database-only,Pass,95,유지,
spend-bulk-buy-judgment,database-only,Pass,95,유지,
spend-bulk-buy-wave4,database-only,Pass,95,유지,
spend-buy-or-wait-wave4,database-only,Pass,95,유지,
spend-cart-abandon-wave4,database-only,Pass,95,유지,
spend-comparison-table-making,database-only,Pass,95,유지,
spend-coupon-use-timing,database-only,Pass,95,유지,
spend-delivery-fee-threshold,database-only,Pass,95,유지,
spend-gift-budget-setting,database-only,Pass,95,유지,
spend-gift-budget-wave4,database-only,Pass,95,유지,
spend-impulse-buy-cooldown,database-only,Pass,95,유지,
spend-limited-edition-response,database-only,Pass,95,유지,
spend-limited-stock-wave4,database-only,Pass,95,유지,
spend-minimal-buying-rule,database-only,Pass,95,유지,
spend-offline-store-route,database-only,Pass,95,유지,
spend-pay-method-wave4,database-only,Pass,95,유지,
spend-payment-method-choice,database-only,Pass,95,유지,
spend-personal-luxury-line,database-only,Pass,95,유지,
spend-premium-choice-wave4,database-only,Pass,95,유지,
spend-price-alert-setting,database-only,Pass,95,유지,
spend-product-color-choice,database-only,Pass,95,유지,
spend-receipt-review-wave4,database-only,Pass,95,유지,
spend-refund-decision-wave4,database-only,Pass,95,유지,
spend-return-decision-style,database-only,Pass,95,유지,
spend-review-reading-depth,database-only,Pass,95,유지,
spend-sale-scroll-wave4,database-only,Pass,95,유지,
spend-sample-first-wave4,database-only,Pass,95,유지,
spend-sample-test-before-buy,database-only,Pass,95,유지,
spend-secondhand-chat-wave4,database-only,Pass,95,유지,
spend-shopping-list-discipline,database-only,Pass,95,유지,
spend-subscription-check-wave4,database-only,Pass,95,유지,
spend-subscription-keep-cancel,database-only,Pass,95,유지,
spend-unboxing-reaction,database-only,Pass,95,유지,
spend-warranty-keeping-style,database-only,Pass,95,유지,
spend-wish-list-pruning,database-only,Pass,95,유지,
spend-wish-list-wave4,database-only,Pass,95,유지,
spicy-challenge-reaction-Se6o,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
sport-app-track-wave6,database-only,Pass,95,유지,
sport-aqua-walk-wave6,database-only,Pass,95,유지,
sport-badminton-game-wave6,database-only,Pass,95,유지,
sport-basketball-pickup-wave6,database-only,Pass,95,유지,
sport-bench-press-wave6,database-only,Pass,95,유지,
sport-bicycle-pace-wave6,database-only,Pass,95,유지,
sport-climbing-route-wave6,database-only,Pass,95,유지,
sport-gear-buy-wave6,database-only,Pass,95,유지,
sport-group-class-sport-wave6,database-only,Pass,95,유지,
sport-gym-time-wave6,database-only,Pass,95,유지,
sport-heart-rate-zone-wave6,database-only,Pass,95,유지,
sport-interval-run-wave6,database-only,Pass,95,유지,
sport-mountain-elevation-wave6,database-only,Pass,95,유지,
sport-pilates-class-wave6,database-only,Pass,95,유지,
sport-protein-shake-wave6,database-only,Pass,95,유지,
sport-pt-class-wave6,database-only,Pass,95,유지,
sport-pull-up-wave6,database-only,Pass,95,유지,
sport-rest-day-sport-wave6,database-only,Pass,95,유지,
sport-running-distance-wave6,database-only,Pass,95,유지,
sport-soccer-team-wave6,database-only,Pass,95,유지,
sport-squat-set-wave6,database-only,Pass,95,유지,
sport-swimming-lap-wave6,database-only,Pass,95,유지,
sport-tennis-match-wave6,database-only,Pass,95,유지,
sport-warmup-stretch-wave6,database-only,Pass,95,유지,
sport-yoga-mat-wave6,database-only,Pass,95,유지,
sports-cheering-volume-nzsJ,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
status-message-update-vuD-,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
sticker-collecting-style-G9Zk,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
streaming-watchlist-style-Yr1B,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
style-accessory-pick-wave6,database-only,Pass,95,유지,
style-bag-day-wave6,database-only,Pass,95,유지,
style-business-casual-wave6,database-only,Pass,95,유지,
style-cleaning-bag-wave6,database-only,Pass,95,유지,
style-coat-layer-wave6,database-only,Pass,95,유지,
style-color-base-wave6,database-only,Pass,95,유지,
style-color-match-mirror-wave6,database-only,Pass,95,유지,
style-donate-clothes-wave6,database-only,Pass,95,유지,
style-dry-clean-wave6,database-only,Pass,95,유지,
style-formal-set-wave6,database-only,Pass,95,유지,
style-funeral-attire-wave6,database-only,Pass,95,유지,
style-hat-pick-wave6,database-only,Pass,95,유지,
style-jewelry-daily-wave6,database-only,Pass,95,유지,
style-outfit-pick-am-wave6,database-only,Pass,95,유지,
style-pattern-mix-wave6,database-only,Pass,95,유지,
style-perfume-spot-wave6,database-only,Pass,95,유지,
style-rainy-shoes-wave6,database-only,Pass,95,유지,
style-repair-clothes-wave6,database-only,Pass,95,유지,
style-scarf-fold-wave6,database-only,Pass,95,유지,
style-seasonal-buy-wave6,database-only,Pass,95,유지,
style-sneaker-pick-wave6,database-only,Pass,95,유지,
style-wardrobe-rotate-wave6,database-only,Pass,95,유지,
style-watch-pick-wave6,database-only,Pass,95,유지,
style-wedding-guest-wave6,database-only,Pass,95,유지,
style-weekend-comfort-wave6,database-only,Pass,95,유지,
subscription-cancel-timing-dqRa,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
team-chat-mention-style-_cDp,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
tech-ai-assistant-wave5,database-only,Pass,95,유지,
tech-autocomplete-wave5,database-only,Pass,95,유지,
tech-bg-app-wave5,database-only,Pass,95,유지,
tech-card-register-wave5,database-only,Pass,95,유지,
tech-clipboard-use-wave5,database-only,Pass,95,유지,
tech-digital-id-wave5,database-only,Pass,95,유지,
tech-digital-minimal-wave5,database-only,Pass,95,유지,
tech-email-reply-wave5,database-only,Pass,95,유지,
tech-emoji-use-wave5,database-only,Pass,95,유지,
tech-family-calendar-wave5,database-only,Pass,95,유지,
tech-folder-color-wave5,database-only,Pass,95,유지,
tech-location-share-wave5,database-only,Pass,95,유지,
tech-multi-device-wave5,database-only,Pass,95,유지,
tech-music-mode-wave5,database-only,Pass,95,유지,
tech-night-mode-wave5,database-only,Pass,95,유지,
tech-note-app-wave5,database-only,Pass,95,유지,
tech-ott-watch-wave5,database-only,Pass,95,유지,
tech-qr-pay-wave5,database-only,Pass,95,유지,
tech-security-alert-wave5,database-only,Pass,95,유지,
tech-shortcut-key-wave5,database-only,Pass,95,유지,
tech-video-call-wave5,database-only,Pass,95,유지,
tech-voice-memo-wave5,database-only,Pass,95,유지,
tech-watch-notify-wave5,database-only,Pass,95,유지,
tech-widget-layout-wave5,database-only,Pass,95,유지,
tech-wifi-manage-wave5,database-only,Pass,95,유지,
theater-entry-timing-yqJI,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
travel-airport-dutyfree-route,database-only,Pass,95,유지,
travel-airport-time-wave4,database-only,Pass,95,유지,
travel-checklist-use-wave4,database-only,Pass,95,유지,
travel-hotel-check-wave4,database-only,Pass,95,유지,
travel-hotel-room-settling,database-only,Pass,95,유지,
travel-itinerary-change-response,database-only,Pass,95,유지,
travel-itinerary-gap-wave4,database-only,Pass,95,유지,
travel-local-food-wave4,database-only,Pass,95,유지,
travel-local-market-browsing,database-only,Pass,95,유지,
travel-local-transport-choice,database-only,Pass,95,유지,
travel-lost-route-wave4,database-only,Pass,95,유지,
travel-luggage-weight-check,database-only,Pass,95,유지,
travel-map-route-wave4,database-only,Pass,95,유지,
travel-morning-tour-wave4,database-only,Pass,95,유지,
travel-museum-audio-guide,database-only,Pass,95,유지,
travel-museum-or-cafe-wave4,database-only,Pass,95,유지,
travel-next-trip-wave4,database-only,Pass,95,유지,
travel-night-market-wave4,database-only,Pass,95,유지,
travel-packing-order-wave4,database-only,Pass,95,유지,
travel-passport-copy-habit,database-only,Pass,95,유지,
travel-photo-spot-wave4,database-only,Pass,95,유지,
travel-post-trip-organizing,database-only,Pass,95,유지,
travel-rain-plan-wave4,database-only,Pass,95,유지,
travel-rainy-trip-response,database-only,Pass,95,유지,
travel-restaurant-waiting-choice,database-only,Pass,95,유지,
travel-return-unpack-wave4,database-only,Pass,95,유지,
travel-seat-upgrade-decision,database-only,Pass,95,유지,
travel-souvenir-choice-bIsE,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
travel-souvenir-choice-style,database-only,Pass,95,유지,
travel-souvenir-list-check,database-only,Pass,95,유지,
travel-souvenir-pick-wave4,database-only,Pass,95,유지,
travel-sunrise-plan-choice,database-only,Pass,95,유지,
travel-tour-vs-free-time,database-only,Pass,95,유지,
travel-transport-pass-wave4,database-only,Pass,95,유지,
travel-travel-budget-envelope,database-only,Pass,95,유지,
travel-travel-budget-wave4,database-only,Pass,95,유지,
travel-travel-companion-role,database-only,Pass,95,유지,
travel-travel-companion-wave4,database-only,Pass,95,유지,
travel-travel-note-keeping,database-only,Pass,95,유지,
travel-travel-photo-selection,database-only,Pass,95,유지,
travel-travel-record-wave4,database-only,Pass,95,유지,
travel-travel-weather-pack,database-only,Pass,95,유지,
travel-trip-memory-share,database-only,Pass,95,유지,
trip-after-sns-wave5,database-only,Pass,95,유지,
trip-alarm-set-wave5,database-only,Pass,95,유지,
trip-bag-weight-wave5,database-only,Pass,95,유지,
trip-camera-pack-wave5,database-only,Pass,95,유지,
trip-currency-when-wave5,database-only,Pass,95,유지,
trip-extra-bag-wave5,database-only,Pass,95,유지,
trip-fellow-meal-wave5,database-only,Pass,95,유지,
trip-flight-when-wave5,database-only,Pass,95,유지,
trip-free-time-wave5,database-only,Pass,95,유지,
trip-guesthouse-stay-wave5,database-only,Pass,95,유지,
trip-guide-tour-wave5,database-only,Pass,95,유지,
trip-hotel-room-wave5,database-only,Pass,95,유지,
trip-jetlag-step-wave5,database-only,Pass,95,유지,
trip-korean-food-wave5,database-only,Pass,95,유지,
trip-local-sim-wave5,database-only,Pass,95,유지,
trip-luggage-color-wave5,database-only,Pass,95,유지,
trip-passport-keep-wave5,database-only,Pass,95,유지,
trip-scenery-shot-wave5,database-only,Pass,95,유지,
trip-selfie-pose-wave5,database-only,Pass,95,유지,
trip-site-line-wave5,database-only,Pass,95,유지,
trip-street-food-wave5,database-only,Pass,95,유지,
trip-travel-diary-wave5,database-only,Pass,95,유지,
trip-travel-insurance-wave5,database-only,Pass,95,유지,
trip-visa-check-wave5,database-only,Pass,95,유지,
trip-window-aisle-wave5,database-only,Pass,95,유지,
visual-binge-watch-wave6,database-only,Pass,95,유지,
visual-doc-watch-wave6,database-only,Pass,95,유지,
visual-dubbed-pref-wave6,database-only,Pass,95,유지,
visual-family-tv-wave6,database-only,Pass,95,유지,
visual-long-form-wave6,database-only,Pass,95,유지,
visual-movie-pick-couple-wave6,database-only,Pass,95,유지,
visual-one-episode-wave6,database-only,Pass,95,유지,
visual-ott-switch-wave6,database-only,Pass,95,유지,
visual-popcorn-pick-wave6,database-only,Pass,95,유지,
visual-projector-night-wave6,database-only,Pass,95,유지,
visual-rating-give-wave6,database-only,Pass,95,유지,
visual-recommendation-trust-wave6,database-only,Pass,95,유지,
visual-replay-fav-wave6,database-only,Pass,95,유지,
visual-review-after-wave6,database-only,Pass,95,유지,
visual-save-later-video-wave6,database-only,Pass,95,유지,
visual-seat-row-wave6,database-only,Pass,95,유지,
visual-series-end-wave6,database-only,Pass,95,유지,
visual-short-clip-wave6,database-only,Pass,95,유지,
visual-spoiler-handle-wave6,database-only,Pass,95,유지,
visual-subtitle-pick-wave6,database-only,Pass,95,유지,
visual-theater-time-wave6,database-only,Pass,95,유지,
visual-thumbnail-trust-wave6,database-only,Pass,95,유지,
visual-vlog-pick-wave6,database-only,Pass,95,유지,
visual-weekly-wait-wave6,database-only,Pass,95,유지,
visual-youtuber-follow-wave6,database-only,Pass,95,유지,
vital-alcohol-cut-wave5,database-only,Pass,95,유지,
vital-caffeine-cut-wave5,database-only,Pass,95,유지,
vital-core-work-wave5,database-only,Pass,95,유지,
vital-dental-visit-wave5,database-only,Pass,95,유지,
vital-digest-step-wave5,database-only,Pass,95,유지,
vital-eye-check-wave5,database-only,Pass,95,유지,
vital-fast-try-wave5,database-only,Pass,95,유지,
vital-fever-step-wave5,database-only,Pass,95,유지,
vital-fiber-add-wave5,database-only,Pass,95,유지,
vital-foot-massage-wave5,database-only,Pass,95,유지,
vital-headache-step-wave5,database-only,Pass,95,유지,
vital-health-checkup-wave5,database-only,Pass,95,유지,
vital-immunity-care-wave5,database-only,Pass,95,유지,
vital-latenight-stop-wave5,database-only,Pass,95,유지,
vital-meal-time-wave5,database-only,Pass,95,유지,
vital-meds-time-wave5,database-only,Pass,95,유지,
vital-neck-posture-wave5,database-only,Pass,95,유지,
vital-protein-take-wave5,database-only,Pass,95,유지,
vital-scale-check-wave5,database-only,Pass,95,유지,
vital-shoulder-rotate-wave5,database-only,Pass,95,유지,
vital-skin-visit-wave5,database-only,Pass,95,유지,
vital-supplement-start-wave5,database-only,Pass,95,유지,
vital-sweet-cut-wave5,database-only,Pass,95,유지,
vital-vitamin-pick-wave5,database-only,Pass,95,유지,
vital-wrist-care-wave5,database-only,Pass,95,유지,
warranty-registration-style-GAQ1,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
water-temperature-choice-hFrW,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
webtoon-comment-reading-qeOi,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
wellness-body-signal-wave4,database-only,Pass,95,유지,
wellness-cafeteria-pick-wave4,database-only,Pass,95,유지,
wellness-condition-log-wave4,database-only,Pass,95,유지,
wellness-exercise-start-wave4,database-only,Pass,95,유지,
wellness-eye-rest-wave4,database-only,Pass,95,유지,
wellness-health-info-wave4,database-only,Pass,95,유지,
wellness-home-workout-wave4,database-only,Pass,95,유지,
wellness-late-night-snack-wave4,database-only,Pass,95,유지,
wellness-meal-balance-wave4,database-only,Pass,95,유지,
wellness-outdoor-air-wave4,database-only,Pass,95,유지,
wellness-posture-check-wave4,database-only,Pass,95,유지,
wellness-recovery-day-wave4,database-only,Pass,95,유지,
wellness-rest-sign-wave4,database-only,Pass,95,유지,
wellness-routine-break-wave4,database-only,Pass,95,유지,
wellness-sleep-alarm-wave4,database-only,Pass,95,유지,
wellness-snack-choice-wave4,database-only,Pass,95,유지,
wellness-stretch-time-wave4,database-only,Pass,95,유지,
wellness-walk-choice-wave4,database-only,Pass,95,유지,
wellness-warmup-style-wave4,database-only,Pass,95,유지,
wellness-water-reminder-wave4,database-only,Pass,95,유지,
work-after-work-switch-wave4,database-only,Pass,95,유지,
work-calendar-block-wave4,database-only,Pass,95,유지,
work-colleague-help-wave4,database-only,Pass,95,유지,
work-deadline-buffer-wave4,database-only,Pass,95,유지,
work-desk-focus-wave4,database-only,Pass,95,유지,
work-document-version-wave4,database-only,Pass,95,유지,
work-feedback-read-wave4,database-only,Pass,95,유지,
work-handoff-message-wave4,database-only,Pass,95,유지,
work-idea-share-wave4,database-only,Pass,95,유지,
work-lunch-break-wave4,database-only,Pass,95,유지,
work-meeting-note-wave4,database-only,Pass,95,유지,
work-meeting-question-wave4,database-only,Pass,95,유지,
work-mistake-recovery-wave4,database-only,Pass,95,유지,
work-project-start-wave4,database-only,Pass,95,유지,
work-remote-routine-wave4,database-only,Pass,95,유지,
work-task-close-wave4,database-only,Pass,95,유지,
work-task-priority-wave4,database-only,Pass,95,유지,
work-urgent-request-wave4,database-only,Pass,95,유지,
work-weekly-report-wave4,database-only,Pass,95,유지,
work-work-message-wave4,database-only,Pass,95,유지,
workplus-after-meeting-followup,database-only,Pass,95,유지,
workplus-approval-line-check,database-only,Pass,95,유지,
workplus-cross-team-message,database-only,Pass,95,유지,
workplus-document-version-rule,database-only,Pass,95,유지,
workplus-handoff-risk-note,database-only,Pass,95,유지,
workplus-meeting-camera-choice,database-only,Pass,95,유지,
workplus-meeting-note-action,database-only,Pass,95,유지,
workplus-new-tool-adoption,database-only,Pass,95,유지,
workplus-office-seat-preference,database-only,Pass,95,유지,
workplus-office-supply-refill,database-only,Pass,95,유지,
workplus-quick-question-timing,database-only,Pass,95,유지,
workplus-quiet-work-block,database-only,Pass,95,유지,
workplus-shared-drive-rules,database-only,Pass,95,유지,
workplus-team-calendar-check,database-only,Pass,95,유지,
workplus-urgent-task-triage,database-only,Pass,95,유지,
workplus-work-chat-threading,database-only,Pass,95,유지,
workplus-workday-wrap-up,database-only,Pass,95,유지,
advice-request-response-cvzX,database-only,Pass,95,유지,
ai-prompt-detail-style-3PJK,database-only,Pass,95,유지,
apology-message-style-XOIx,database-only,Pass,95,유지,
apology-style-FGmQ,database-only,Pass,95,유지,
app-permission-check-style-_rQV,database-only,Pass,95,유지,
appliance-manual-keeping-C-Gj,database-only,Pass,95,유지,
appointment-planning-style-DEG8,database-only,Pass,95,유지,
autumn-sentiment-type-wgf_,database-only,Pass,95,유지,
bathroom-shelf-order-jmdC,database-only,Pass,95,유지,
big-purchase-decision-style-k4As,database-only,Pass,95,유지,
birthday-care-style-aKhD,database-only,Pass,95,유지,
birthday-message-timing-JMAE,database-only,Pass,95,유지,
bookmark-save-type-ecFP,database-only,Pass,95,유지,
brain-opinion-mbti-lO1Z,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
browser-tab-control-unzW,database-only,Pass,95,유지,
cake-cutting-style-test-G9Ge,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
calendar-color-type-jLKH,database-only,Pass,95,유지,
canceled-plan-response-xyfb,database-only,Pass,95,유지,
cart-hold-style-Z3Mt,database-only,Pass,95,유지,
challenge-participation-style-test-DcIo,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
character-immersion-2WfA,database-only,Pass,95,유지,
charger-borrowing-boundary-zghP,database-only,Pass,95,유지,
choice-fatigue-type-jPIl,database-only,Pass,95,유지,
class-question-style-s5Wm,database-only,Pass,95,유지,
cloud-file-organization-ntHx,database-only,Pass,95,유지,
club-activity-style-rUMo,database-only,Pass,95,유지,
compliment-response-style-XxQq,database-only,Pass,95,유지,
conflict-cooling-time-rKHG,database-only,Pass,95,유지,
copywriting-practice-type-i4RP,database-only,Pass,95,유지,
coupon-decision-style-XdLE,database-only,Pass,95,유지,
deadline-buffer-setting-XITN,database-only,Pass,95,유지,
delivery-waiting-style-USIB,database-only,Pass,95,유지,
desk-layout-style-I0VX,database-only,Pass,95,유지,
desk-snack-stash-F0f8,database-only,Pass,95,유지,
diary-decoration-type-BE_V,database-only,Pass,95,유지,
dm-boundary-type--qJH,database-only,Pass,95,유지,
door-holding-manners-7bbJ,database-only,Pass,95,유지,
drawing-style-mbti-test-aif7,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
drinking-buddy-type-test-x8nl,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
elevator-manner-style-_NOJ,database-only,Pass,95,유지,
elevator-small-talk-7ZoY,database-only,Pass,95,유지,
email-handling-style-xTrN,database-only,Pass,95,유지,
emergency-fund-style-ULX_,database-only,Pass,95,유지,
emotion-hiding-type--t0u,database-only,Pass,95,유지,
ending-interpretation-b2dc,database-only,Pass,95,유지,
episode-skip-threshold-5FGC,database-only,Pass,95,유지,
exam-checking-order-j6Dm,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
expectation-disappointment-hWUl,database-only,Pass,95,유지,
family-conflict-style-ZVxf,database-only,Pass,95,유지,
fandom-temperature-cp2E,database-only,Pass,95,유지,
favor-refusal-style-wMAG,database-only,Pass,95,유지,
feed-upload-standard-mAzK,database-only,Pass,95,유지,
feedback-reception-tendency-test-A9WY,database-only,Pass,95,유지,
filename-organization-tendency-test-T6tA,database-only,Pass,95,유지,
fine-dust-plan-change-nL0H,database-only,Pass,95,유지,
first-impression-style-jbpt,database-only,Pass,95,유지,
